season,month,airport_a,airport_b,risk_score,reason,cascade_cost
Spring (Mar-May),5,SAT,TYS,73.72971268348316,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,DEN,LAS,73.68546885610394,duty time violation risk,16650.0
Spring (Mar-May),5,MCO,TUL,73.68194460375273,correlated weather delays; tight turnaround / missed connection risk,17925.0
Summer (Jun-Aug),6,MCO,BHM,73.67613281363302,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,BHM,73.65243397400035,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,AMA,73.62476672314732,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,MEM,73.61689403729936,correlated weather delays; duty time violation risk,25200.0
Spring (Mar-May),5,SHV,TYS,73.60746604761673,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,FLL,ELP,73.58419019955063,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,BTR,73.5515921133939,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,SAN,73.53721134621014,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAX,AUS,73.45466790488834,tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,LIT,73.45044077401596,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,XNA,73.44088082999903,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,ICT,73.42084139660349,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,MEM,73.41832234753895,correlated weather delays; tight turnaround / missed connection risk,10725.0
Spring (Mar-May),5,MIA,MEM,73.41807973391647,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,LGA,73.40681611585914,correlated weather delays; duty time violation risk,29625.0
Summer (Jun-Aug),6,LAX,LGA,73.34446371545025,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MIA,LIT,73.2741858644396,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MEM,AMA,73.24675420091536,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ATL,PHX,73.22976475666917,tight turnaround / missed connection risk,
Spring (Mar-May),5,CRP,BTR,73.20693527374964,correlated weather delays,
Summer (Jun-Aug),6,AUS,SEA,73.18633643892323,tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,LIT,73.1244974660129,correlated weather delays; duty time violation risk,33600.0
Spring (Mar-May),5,AMA,BTR,73.11123853252592,correlated weather delays,
Spring (Mar-May),5,AUS,SHV,73.10532037846801,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DEN,LIT,73.09398484572736,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,BOS,SAN,73.09106030838326,correlated weather delays; duty time violation risk,20100.0
Spring (Mar-May),5,MCO,ABI,73.08403279577266,correlated weather delays,
Spring (Mar-May),5,SFO,GRK,73.05668241898032,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,DEN,AUS,73.02712188948159,tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,ABI,73.00705663726393,correlated weather delays,
Spring (Mar-May),5,ATL,MIA,73.00548242172802,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,BNA,LIT,73.00245828535286,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAX,SAT,72.99649115178315,tight turnaround / missed connection risk,35475.0
Spring (Mar-May),5,DEN,SEA,72.97941360301783,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAS,IAH,72.96680677976327,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LFT,BRO,72.94169665195945,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,IAH,SAT,72.92927025794184,tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,LFT,72.9220812949679,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,XNA,BTR,72.91068922925388,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,JAN,72.90764465681278,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,DEN,PHX,72.90685250575477,tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,LIT,72.89423739720347,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,SLC,72.8878032475495,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,PHL,72.86607628087397,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,FLL,SGF,72.84894505732674,correlated weather delays; tight turnaround / missed connection risk,20775.0
Spring (Mar-May),5,SAT,JAN,72.83936490988728,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,BHM,ABI,72.83325948372953,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,CLT,IAD,72.81394086812487,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,SAN,72.80164572295745,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),7,ATL,MSY,72.75458803544171,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,ICT,72.69026263613273,correlated weather delays,
Spring (Mar-May),5,MFE,LFT,72.68973498005317,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,AMA,72.68469340770537,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,XNA,BRO,72.6835971218107,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,SFO,SAN,72.66424817811632,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MFE,BTR,72.64275547655349,correlated weather delays,
Spring (Mar-May),5,MCI,SHV,72.63482987396152,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,JAN,ABI,72.58650505202183,correlated weather delays,
Spring (Mar-May),5,PHX,MEM,72.56152820375715,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LGA,DEN,72.51659365869087,duty time violation risk,
Summer (Jun-Aug),6,MCO,DTW,72.5150121563425,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,AUS,72.51278834400435,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MIA,EWR,72.50979361895611,duty time violation risk,
Spring (Mar-May),5,XNA,ICT,72.48472200933803,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,IAH,72.48057351643116,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,CRP,72.47137200659128,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,SHV,72.46900637439576,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),1,SGF,STL,72.46096315831151,correlated weather delays,
Spring (Mar-May),5,XNA,TYS,72.46068554451288,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAS,AUS,72.43697448177463,elevated composite risk,
Spring (Mar-May),5,ELP,MFE,72.33352314753074,correlated weather delays,
Spring (Mar-May),5,AUS,SAN,72.33175734816183,correlated weather delays; tight turnaround / missed connection risk,31875.0
Spring (Mar-May),5,ORD,XNA,72.29688310412413,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,IAD,LFT,72.2966003585935,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,MSY,72.27519504216231,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TUL,BTR,72.27255325977025,correlated weather delays,
Spring (Mar-May),5,MAF,CRP,72.26817791445198,correlated weather delays,
Winter (Dec-Feb),12,SLC,SAN,72.24927545491343,tight turnaround / missed connection risk,
Spring (Mar-May),5,MSY,ABI,72.24734000696783,correlated weather delays,
Spring (Mar-May),5,MFE,GRK,72.21082539663512,correlated weather delays,
Spring (Mar-May),5,ABI,PNS,72.2060561247597,correlated weather delays,20175.0
Spring (Mar-May),5,MCO,AMA,72.1753184468879,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ORD,AUS,72.15695371851689,tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,PNS,72.1505502769577,correlated weather delays; duty time violation risk,37125.0
Spring (Mar-May),5,DCA,GRK,72.05539201311827,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,SFO,72.04627045143992,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,GRK,PNS,72.04605151577215,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MIA,SGF,72.0324312053717,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LGA,AUS,72.02080298780852,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ABI,TYS,72.01568811419789,correlated weather delays,
Spring (Mar-May),5,LGA,SFO,72.00333267082544,correlated weather delays; duty time violation risk,25500.0
Winter (Dec-Feb),12,PHX,MCO,72.00065547923411,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SGF,JAN,71.999731445496,correlated weather delays,
Spring (Mar-May),5,LBB,LFT,71.99385328762457,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MCO,TPA,71.97921894088496,correlated weather delays; duty time violation risk,15150.0
Spring (Mar-May),5,MCO,OKC,71.97562536371491,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SEA,SAT,71.95660729904829,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MCO,SAN,71.9395602551232,correlated weather delays; tight turnaround / missed connection risk,26775.0
Spring (Mar-May),5,FLL,ICT,71.92948930515641,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,ORD,LGA,71.92544270257733,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SHV,BRO,71.9184773714003,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,AUS,71.89652123111125,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,SEA,71.88909823362063,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,BTR,71.86333440084502,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,BHM,71.85433086467366,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AUS,ABI,71.78138444492178,correlated weather delays,
Spring (Mar-May),5,ATL,EWR,71.77478695945157,correlated weather delays; duty time violation risk,38250.0
Spring (Mar-May),5,CLT,OKC,71.76860747317131,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MCO,SAN,71.76423073980078,correlated weather delays; tight turnaround / missed connection risk,126600.0
Spring (Mar-May),5,SAT,BNA,71.76135522393146,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,PHX,CLT,71.75092908133371,duty time violation risk,
Spring (Mar-May),5,ELP,ONT,71.74393261055656,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SLC,LIT,71.72660147987624,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MCO,BOS,71.68982478495136,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAS,EWR,71.68179394958186,duty time violation risk,
Spring (Mar-May),5,MIA,ELP,71.68080116344565,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MFE,ICT,71.65269123452774,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AUS,RDU,71.61313365421094,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,DEN,EWR,71.57863791857253,duty time violation risk,
Summer (Jun-Aug),6,MCO,OKC,71.57804950055969,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LGA,MAF,71.55674735366114,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SGF,CHA,71.50905159241904,correlated weather delays,
Spring (Mar-May),5,SFO,TYS,71.49527892971304,correlated weather delays; duty time violation risk,19875.0
Spring (Mar-May),5,PHX,ELP,71.45645348575069,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ORD,SEA,71.44897143036572,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,BHM,71.43911560927492,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,DEN,MIA,71.3960750754907,duty time violation risk,
Spring (Mar-May),5,MSY,BTR,71.36838354553248,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,AUS,SAN,71.31339568056863,correlated weather delays; tight turnaround / missed connection risk,15975.0
Spring (Mar-May),5,LGA,PHX,71.310036711807,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAT,DCA,71.29802870668105,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAX,MEM,71.27339544270973,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,SAF,71.2716170513378,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,CRP,71.26995799268482,correlated weather delays,
Spring (Mar-May),5,LBB,GRK,71.25974386785076,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,MFE,71.25001509336248,correlated weather delays,
Spring (Mar-May),5,MSY,ICT,71.2456626123865,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHX,FLL,71.24398644723273,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MEM,ICT,71.2339433574449,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,ICT,71.21141745150143,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,FLL,TPA,71.21057606688368,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,XNA,MSY,71.19607746528906,correlated weather delays,
Spring (Mar-May),5,ORD,MEM,71.18477705910104,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,JAN,BTR,71.17287244482041,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MAF,BRO,71.16958055068154,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,TUL,MCI,71.14026288305404,correlated weather delays,
Winter (Dec-Feb),12,IAH,LIT,71.12944688475612,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,BRO,71.11682129623861,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAX,MIA,71.07923855569088,duty time violation risk,
Spring (Mar-May),5,ICT,TYS,71.04305309270303,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MEM,BHM,71.03841704699816,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,DTW,71.02300428778486,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAN,TUL,70.98610725674403,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LBB,SHV,70.96175348971214,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),7,ATL,TPA,70.9512178538058,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,DEN,IAH,70.94771778846014,duty time violation risk,
Spring (Mar-May),5,CRP,ABI,70.90189002820644,correlated weather delays,
Spring (Mar-May),5,ICT,AMA,70.89949556745769,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,DTW,70.89399106099579,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,PNS,70.88457841326931,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,ABI,70.88008431032073,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ORD,MIA,70.8678529182587,duty time violation risk,
Spring (Mar-May),5,SMF,LFT,70.8652911806475,correlated weather delays,
Summer (Jun-Aug),6,LIT,MAF,70.85788804697015,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,DCA,LFT,70.84817644872454,correlated weather delays; tight turnaround / missed connection risk,22425.0
Spring (Mar-May),5,MCO,SLC,70.84802012166773,correlated weather delays; duty time violation risk,16200.0
Spring (Mar-May),5,BNA,SGF,70.84092434226457,correlated weather delays,
Spring (Mar-May),5,TUL,FLL,70.83528392313706,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,SMF,70.81962664770893,correlated weather delays,
Spring (Mar-May),5,BHM,TYS,70.80609082297292,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,BTR,PNS,70.77378179246548,correlated weather delays; duty time violation risk,10725.0
Spring (Mar-May),5,PHX,SGF,70.77232657918407,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,RDU,LFT,70.75457170997927,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,IAH,SEA,70.7441974243954,duty time violation risk,
Spring (Mar-May),5,CRP,AMA,70.73720646919914,correlated weather delays,
Winter (Dec-Feb),12,LAS,MIA,70.73096715471623,duty time violation risk,
Spring (Mar-May),5,MIA,MAF,70.72590535010447,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,CLT,BNA,70.7105271341652,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LAS,SFO,70.68882434904411,correlated weather delays,21150.0
Summer (Jun-Aug),6,AUS,TPA,70.6868866431075,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MIA,FLL,70.6843208599855,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,SFO,70.64933225241361,correlated weather delays; tight turnaround / missed connection risk,14175.0
Spring (Mar-May),5,DEN,SGF,70.64457786210242,correlated weather delays; tight turnaround / missed connection risk,11775.0
Spring (Mar-May),5,FLL,MEM,70.6330416703065,correlated weather delays; duty time violation risk,13425.0
Summer (Jun-Aug),6,MCO,PHL,70.62201782538331,duty time violation risk,
Summer (Jun-Aug),6,LAS,FLL,70.61775458607283,duty time violation risk,
Spring (Mar-May),5,CLT,MCI,70.61579297940469,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SAN,MSY,70.60276095375819,duty time violation risk,
Spring (Mar-May),5,LAX,PHX,70.60058886665526,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,IAH,FLL,70.59062530921548,duty time violation risk,
Spring (Mar-May),5,FLL,BTR,70.57338249677471,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,DEN,SEA,70.57300179763165,duty time violation risk,
Spring (Mar-May),5,SEA,MAF,70.54655348537743,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,DEN,CLT,70.54111819444786,duty time violation risk,
Spring (Mar-May),5,IAH,TYS,70.53603105891138,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,DEN,LFT,70.52735274019695,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,DEN,SAN,70.49661402486431,duty time violation risk,47850.0
Summer (Jun-Aug),6,ORD,PHX,70.4759629441326,tight turnaround / missed connection risk,10125.0
Spring (Mar-May),5,SAT,RDU,70.46848124535202,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,LAX,ORD,70.45725984546223,duty time violation risk,
Summer (Jun-Aug),6,LAX,EWR,70.42316527757991,duty time violation risk,
Winter (Dec-Feb),1,CLT,XNA,70.41663167329463,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,MIA,BOS,70.4119661905879,duty time violation risk,
Spring (Mar-May),5,FLL,LFT,70.39883602955665,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,LAS,IAH,70.38149279513594,tight turnaround / missed connection risk,
Spring (Mar-May),5,SAN,BHM,70.36895148284928,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,IAD,70.36023862471876,duty time violation risk,
Winter (Dec-Feb),1,SGF,BTR,70.35064816612473,correlated weather delays,
Summer (Jun-Aug),6,DEN,TPA,70.3500097951571,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ICT,ABI,70.3468960782018,correlated weather delays,
Spring (Mar-May),5,LIT,OMA,70.34493928304117,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,PHL,SGF,70.3249604111229,correlated weather delays; tight turnaround / missed connection risk,21600.0
Spring (Mar-May),5,MCO,EWR,70.3119686270973,duty time violation risk,
Spring (Mar-May),5,CLT,TPA,70.27965164554949,correlated weather delays; duty time violation risk,24450.0
Summer (Jun-Aug),6,LGA,SEA,70.2537301544856,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LGA,ELP,70.23003678268435,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,TUL,70.22496768889883,tight turnaround / missed connection risk,
Spring (Mar-May),5,DCA,ELP,70.21827613395186,correlated weather delays,
Spring (Mar-May),5,DEN,MIA,70.20454480870589,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCI,ICT,70.1894509847157,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),1,LIT,LFT,70.18058205840074,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAX,SFO,70.1774549972711,tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,OKC,70.16043249017079,correlated weather delays,
Spring (Mar-May),5,AMA,ABI,70.15765453406206,correlated weather delays,
Spring (Mar-May),5,SGF,MCI,70.13041255507862,correlated weather delays,
Summer (Jun-Aug),6,LIT,TPA,70.12231317446066,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,LAS,70.1184342392409,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MEM,MCI,70.10435849310728,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ATL,FLL,70.09524314382158,duty time violation risk,19275.0
Summer (Jun-Aug),6,MCO,MCI,70.08687659667092,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,DTW,70.08646206066462,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LIT,COS,70.08425908850072,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,AUS,LIT,70.07811028607388,correlated weather delays; tight turnaround / missed connection risk,16425.0
Winter (Dec-Feb),12,DEN,BOS,70.06675867559875,duty time violation risk,
Spring (Mar-May),5,SAT,MFE,70.06420076389306,correlated weather delays,
Summer (Jun-Aug),7,MCO,MSY,70.03718799458078,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,MIA,LIT,69.98473817307111,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SLC,ELP,69.97671061360994,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,MIA,SAT,69.97301700122502,correlated weather delays; tight turnaround / missed connection risk,19500.0
Spring (Mar-May),5,DEN,MSY,69.9629544726367,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,XNA,MCI,69.9392884565419,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SAT,IAD,69.89585460232159,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,RDU,GRK,69.88096106233945,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ORD,FLL,69.88089183776393,duty time violation risk,
Summer (Jun-Aug),6,MCO,EWR,69.87119906001296,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TPA,MEM,69.8633831526693,correlated weather delays; tight turnaround / missed connection risk,
Winter (Dec-Feb),12,IAH,MCO,69.86154025327279,correlated weather delays; duty time violation risk,38625.0
Spring (Mar-May),5,DCA,MAF,69.85580557929262,correlated weather delays,
Spring (Mar-May),5,LAX,XNA,69.84394081803406,correlated weather delays; duty time violation risk,21600.0
Winter (Dec-Feb),12,LAX,DEN,69.83986924596819,duty time violation risk,
Spring (Mar-May),5,HSV,LFT,69.83102073896893,correlated weather delays; tight turnaround / missed connection risk,68700.0
Spring (Mar-May),5,IAH,BHM,69.82406393839042,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,ICT,69.82327930682439,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCI,ABI,69.81106919794341,correlated weather delays,
Spring (Mar-May),5,LAX,MIA,69.80252074737629,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LFT,SAF,69.80020348142688,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,LAX,PHL,69.79482950372882,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MCI,BTR,69.75789140627593,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,ATL,BOS,69.75675222906675,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,SFO,BTR,69.75066163488273,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,LGA,69.73853245811424,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LAX,BOS,69.73094243358078,duty time violation risk,
Spring (Mar-May),5,ATL,DCA,69.72390531381207,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LGA,MIA,69.69209666917588,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,LBB,BTR,69.6753067306845,correlated weather delays; tight turnaround / missed connection risk,
Summer (Jun-Aug),6,LAS,BOS,69.670841282491,duty time violation risk,
Summer (Jun-Aug),6,LAS,TPA,69.66892360771195,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,AUS,LIT,69.64572176720412,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,AMA,TYS,69.63828850403134,correlated weather delays; tight turnaround / missed connection risk,11550.0
Winter (Dec-Feb),12,LGA,SAN,69.60933176183816,correlated weather delays; duty time violation risk,37800.0
Spring (Mar-May),5,SAN,FLL,69.59592752417174,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,MAF,69.5876952826519,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,SFO,SAN,69.58295965522693,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,IAH,CLT,69.57536181682737,duty time violation risk,
Winter (Dec-Feb),12,TUL,LIT,69.5698123902006,correlated weather delays,
Spring (Mar-May),5,DEN,AMA,69.56894501309947,correlated weather delays; duty time violation risk,
Winter (Dec-Feb),12,CLT,SAN,69.56206020121179,duty time violation risk,
Spring (Mar-May),5,ABQ,BTR,69.53332103259818,correlated weather delays; tight turnaround / missed connection risk,32550.0
Summer (Jun-Aug),6,SEA,FLL,69.53016159818625,duty time violation risk,
Spring (Mar-May),5,MEM,TYS,69.51235737178247,correlated weather delays; tight turnaround / missed connection risk,13800.0
Spring (Mar-May),5,LAS,PHL,69.51140256845883,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,AUS,AMA,69.51040720401632,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,MCI,69.50663893560836,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,TUL,AMA,69.5066317377574,correlated weather delays,
Spring (Mar-May),5,LGA,MSY,69.50307205757194,correlated weather delays; duty time violation risk,21975.0
Winter (Dec-Feb),12,LAX,SEA,69.50191284976728,duty time violation risk,
Spring (Mar-May),5,LFT,CHA,69.50043067726844,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,MAF,JAN,69.48871574060195,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ELP,RDU,69.47607409099656,correlated weather delays,
Spring (Mar-May),5,SAN,ABI,69.46036609599682,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,IAH,SEA,69.4520078135699,correlated weather delays; duty time violation risk,23625.0
Spring (Mar-May),5,ATL,BTR,69.44997930088408,correlated weather delays; duty time violation risk,25275.0
Spring (Mar-May),5,BHM,PNS,69.44879298607621,correlated weather delays; duty time violation risk,12375.0
Spring (Mar-May),5,ELP,IAD,69.43883715510223,correlated weather delays; duty time violation risk,
Spring (Mar-May),5,ORD,GRK,69.43835922959855,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,MCO,JAX,69.43014257634721,correlated weather delays; tight turnaround / missed connection risk,
Spring (Mar-May),5,ATL,BNA,69.4236725213391,correlated weather delays; duty time violation risk,
Summer (Jun-Aug),6,LGA,IAH,69.41117286771181,duty time violation risk,
Spring (Mar-May),5,DTW,FLL,69.39553004664255,correlated weather delays; duty time violation risk,10650.0
Spring (Mar-May),5,SEA,LIT,69.39413705226079,correlated weather delays; duty time violation risk,
